Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp,
STR_RPL_Izh43Shotgun_D,"Double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.",
STR_RPL_SawedoffIzh43Shotgun,Sawed-off IZh-43,Sawed-off IZh-43,Upilovaná IZh-43,Sawed-off IZh-43,Sawed-off IZh-43,Sawed-off IZh-43,Sawed-off IZh-43,Sawed-off IZh-43,Sawed-off IZh-43,Sawed-off IZh-43,Sawed-off IZh-43,Sawed-off IZh-43,Sawed-off IZh-43,Sawed-off IZh-43,
STR_RPL_SawedoffIzh43Shotgun_D,"Sawed-off double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Sawed-off double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Sawed-off double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Sawed-off double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Sawed-off double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Sawed-off double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Sawed-off double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Sawed-off double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Sawed-off double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Sawed-off double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Sawed-off double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Sawed-off double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Sawed-off double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.","Sawed-off double-barreled break-action shotgun. Old and reliable design, capable of firing both barrels simultaneously. Uses both 12ga bucks and slugs.",
STR_RPL_Mp133Shotgun,MP-133,MP-133,MP-133,MP-133,MP-133,MP-133,MP-133,MP-133,MP-133,MP-133,MP-133,MP-133,MP-133,MP-133,
STR_RPL_Mp133Shotgun_D,Six shot pump action shotgun fed from internal magazine. Good for hunting dangerous game. Uses both 12ga bucks and slugs.,Six shot pump action shotgun fed from internal magazine. Good for hunting dangerous game. Uses both 12ga bucks and slugs.,Pumpovací brokovnice na šest ran. Munice dodávána vnitřním zásobníkem. Hodí se k lovu nebezpečné kořisti a používá jednotné střely a broky ráže 12.,6-Schuss-Pump-Action-Schrotflinte mit internem Magazin. Gut für die Jagd auf gefährliche Beute. Nutzt 12ga-Buckshots und Slugs.,"Шестизарядное помповое ружье с внутренним магазином. Отлично подходит для охоты на опасных зверей. Использует как обычные ружейные патроны 12 калибра, так и пули для гладкоствольного оружия.",Sześciostrzałowa strzelba powtarzalna z wewnętrznym magazynkiem. Przydatna przy polowaniach na niebezpieczne zwierzęta. Może strzelać breneką i śrutem kalibru 12.,Six shot pump action shotgun fed from internal magazine. Good for hunting dangerous game. Uses both 12ga bucks and slugs.,"Fucile a pompa da sei colpi con alimentazione mediante caricatore interno. Ottimo per andare a caccia di animali pericolosi. Utilizza sia pallettoni calibro 12, sia palle.","Escopeta de acción de bombeo, con un cargador interno. Ideal para cazar a presas peligrosas. Usa cartuchos y balas del calibre 12.","Un fusil à pompe à six coups, avec chargeur fixe. Parfait pour chasser le gros gibier. Cartouche calibre 12 à chevrotine ou à balle.",泵動式步槍，可容納六發子彈，以內建彈匣供彈。適合用來狩獵。使用 12ga 鹿彈與金屬彈。,内部マガジンから装填する、6 発ポンプアクション式散弾銃。危険な狩猟に向いている。12ga バックとスラッグの両方を使う。,Six shot pump action shotgun fed from internal magazine. Good for hunting dangerous game. Uses both 12ga bucks and slugs.,从内部弹匣送弹的六发压动式霰弹枪。适合猎取危险的猎物。使用 12ga 铅弹和圆形子弹。,
STR_RPL_Mp133Shotgun_PistolGrip,MP-133 Shotgun with a pistol grip,MP-133 Shotgun with a pistol grip,MP-133 Shotgun with a pistol grip,MP-133 Shotgun with a pistol grip,MP-133 Shotgun with a pistol grip,MP-133 Shotgun with a pistol grip,MP-133 Shotgun with a pistol grip,MP-133 Shotgun with a pistol grip,MP-133 Shotgun with a pistol grip,MP-133 Shotgun with a pistol grip,MP-133 Shotgun with a pistol grip,MP-133 Shotgun with a pistol grip,MP-133 Shotgun with a pistol grip,MP-133 Shotgun with a pistol grip,
STR_RPL_Mp133Shotgun_PistolGrip_D,Version of MP-133 shotgun that has a pistol grip for easier reloading. This version can hold only 4 rounds.,Version of MP-133 shotgun that has a pistol grip for easier reloading. This version can hold only 4 rounds.,Version of MP-133 shotgun that has a pistol grip for easier reloading. This version can hold only 4 rounds.,Version of MP-133 shotgun that has a pistol grip for easier reloading. This version can hold only 4 rounds.,Version of MP-133 shotgun that has a pistol grip for easier reloading. This version can hold only 4 rounds.,Version of MP-133 shotgun that has a pistol grip for easier reloading. This version can hold only 4 rounds.,Version of MP-133 shotgun that has a pistol grip for easier reloading. This version can hold only 4 rounds.,Version of MP-133 shotgun that has a pistol grip for easier reloading. This version can hold only 4 rounds.,Version of MP-133 shotgun that has a pistol grip for easier reloading. This version can hold only 4 rounds.,Version of MP-133 shotgun that has a pistol grip for easier reloading. This version can hold only 4 rounds.,Version of MP-133 shotgun that has a pistol grip for easier reloading. This version can hold only 4 rounds.,Version of MP-133 shotgun that has a pistol grip for easier reloading. This version can hold only 4 rounds.,Version of MP-133 shotgun that has a pistol grip for easier reloading. This version can hold only 4 rounds.,Version of MP-133 shotgun that has a pistol grip for easier reloading. This version can hold only 4 rounds.,
STR_RPL_Saiga12KShotgun,Saiga-12K,Saiga-12K,Saiga-12K,Saiga-12K,Saiga-12K,Saiga-12K,Saiga-12K,Saiga-12K,Saiga-12K,Saiga-12K,Saiga-12K,Saiga-12K,Saiga-12K,Saiga-12K,
STR_RPL_Saiga12KShotgun_D,"Selective-fire shotgun fed from a detachable magazine. Similar in design to the AK assault rifles, it can mount most compatible scopes. Uses both 12ga bucks and slugs.","Selective-fire shotgun fed from a detachable magazine. Similar in design to the AK assault rifles, it can mount most compatible scopes. Uses both 12ga bucks and slugs.","Selective-fire shotgun fed from a detachable magazine. Similar in design to the AK assault rifles, it can mount most compatible scopes. Uses both 12ga bucks and slugs.","Selective-fire shotgun fed from a detachable magazine. Similar in design to the AK assault rifles, it can mount most compatible scopes. Uses both 12ga bucks and slugs.","Selective-fire shotgun fed from a detachable magazine. Similar in design to the AK assault rifles, it can mount most compatible scopes. Uses both 12ga bucks and slugs.","Selective-fire shotgun fed from a detachable magazine. Similar in design to the AK assault rifles, it can mount most compatible scopes. Uses both 12ga bucks and slugs.","Selective-fire shotgun fed from a detachable magazine. Similar in design to the AK assault rifles, it can mount most compatible scopes. Uses both 12ga bucks and slugs.","Selective-fire shotgun fed from a detachable magazine. Similar in design to the AK assault rifles, it can mount most compatible scopes. Uses both 12ga bucks and slugs.","Selective-fire shotgun fed from a detachable magazine. Similar in design to the AK assault rifles, it can mount most compatible scopes. Uses both 12ga bucks and slugs.","Selective-fire shotgun fed from a detachable magazine. Similar in design to the AK assault rifles, it can mount most compatible scopes. Uses both 12ga bucks and slugs.","Selective-fire shotgun fed from a detachable magazine. Similar in design to the AK assault rifles, it can mount most compatible scopes. Uses both 12ga bucks and slugs.","Selective-fire shotgun fed from a detachable magazine. Similar in design to the AK assault rifles, it can mount most compatible scopes. Uses both 12ga bucks and slugs.","Selective-fire shotgun fed from a detachable magazine. Similar in design to the AK assault rifles, it can mount most compatible scopes. Uses both 12ga bucks and slugs.","Selective-fire shotgun fed from a detachable magazine. Similar in design to the AK assault rifles, it can mount most compatible scopes. Uses both 12ga bucks and slugs.",
STR_RPL_Repeater,Winchester Model 1892,Winchester Model 1892,Winchester Model 1892,Winchester Model 1892,Winchester Model 1892,Winchester Model 1892,Winchester Model 1892,Winchester Model 1892,Winchester Model 1892,Winchester Model 1892,Winchester Model 1892,Winchester Model 1892,Winchester Model 1892,Winchester Model 1892,
STR_RPL_Repeater_D,"Legendary lever action rifle, a true cowboy's best companion. Uses .357 caliber ammunition.","Legendary lever action rifle, a true cowboy's best companion. Uses .357 caliber ammunition.",Sedmiranná karabina se spodní nabíjecí pákou. Munice dodávána vnitřním zásobníkem. Puška je to spolehlivá a osvědčená a budeš si s ní připadat jako Old Shatterhand. Používá munici .357.,Unterhebel-Karabiner mit sieben Schuss und internem Magazin. Erprobt und zuverlässig mit einem Hauch Wildwest. Verschießt .357-Munition.,Карабин рычажного действия c трубчатым магазином на 7 патронов. Проверенный и надежный в стиле Дикого Запада. Использует стандартный патрон .357.,Siedmiostrzałowy karabin dźwigniowy z magazynkiem wewnętrznym. Sprawdzona i niezawodna konstrukcja w stylu Dzikiego Zachodu. Strzela amunicją .357.,"Seven-shot lever-action carbine, fed from an internal magazine. Proven and reliable, with a dash of the Old West style. Uses .357 rounds.","Carabina a leva da sette colpi con alimentazione mediante caricatore interno. Consolidata e affidabile, ha uno stile che ricorda un po’ il far west. Utilizza munizioni calibro .357.",Una carabina con acción de palanca que emplea un cargador interno de siete proyectiles. Un arma fiable y segura con el sabor del Salvaje Oeste. Emplea proyectiles de calibre .357.,"Une carabine à levier de calibre .357 avec chargeur fixe à sept coups. De conception éprouvée et fiable, elle évoque le Far West.",七發杆動式卡賓槍，使用內部彈匣供彈。既實用又可靠，還帶有一點古典西部風。使用 .357 彈藥。,内部マガジンから装填する 7 発レバー・アクション式カービン銃。西部劇っぽさが垣間見える、実績があって信頼を置ける武器。.357 の弾薬を使う。,"Legendary lever action rifle, a true cowboy's best companion. Uses .357 caliber ammunition.",七发杠杆式卡宾枪，使用内置弹匣送弹。久经考验，性能可靠，略具老西部风格。使用 .357 子弹。,
